ko;cpd;referenceAG;compoundclass;compoundname;genesymbol;genename;enzyme_activity
K17691;C06790;PSL;Chlorinated;Trichloroethene;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C06790;CONAMA;Chlorinated;Trichloroethene;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C06790;IARC1;Chlorinated;Trichloroethene;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C06790;EPA;Chlorinated;Trichloroethene;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C06790;EPC;Aliphatic;Trichloroethene;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C06790;ATSDR;Aliphatic;Trichloroethene;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C06790;PSL;Aliphatic;Trichloroethene;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C06790;CONAMA;Aliphatic;Trichloroethene;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C06790;IARC1;Aliphatic;Trichloroethene;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C06790;EPA;Aliphatic;Trichloroethene;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C06800;IARC1;Aromatic;Aflatoxin B1;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C07108;IARC1;Polyaromatic;Tamoxifen;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C07108;IARC1;Nitrogen-containing;Tamoxifen;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C07535;EPA;Polyaromatic;Benzo[a]pyrene;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C07535;EPC;Polyaromatic;Benzo[a]pyrene;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C07535;ATSDR;Polyaromatic;Benzo[a]pyrene;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C07535;IARC1;Polyaromatic;Benzo[a]pyrene;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C07535;WFD;Polyaromatic;Benzo[a]pyrene;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C07535;PSL;Polyaromatic;Benzo[a]pyrene;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C07535;CONAMA;Polyaromatic;Benzo[a]pyrene;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C14866;IARC2A;Chlorinated;Chloral;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C14866;IARC2A;Aliphatic;Chloral;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C16453;IARC1;Nitrogen-containing;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C16453;IARC1;Aliphatic;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C16756;IARC2B;Aromatic;Aflatoxin M1;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C16756;IARC1;Aromatic;Aflatoxin M1;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C19585;IARC1;Aromatic;Aflatoxin Q1;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C19586;IARC1;Aromatic;Aflatoxin B1-exo-8,9-epoxide;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C19594;IARC1;Aromatic;Aflatoxin-M1-8,9-epoxide;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17691;C19595;IARC1;Aromatic;Aflatoxin B1-endo-8,9-epoxide;CYP3A7;cytochrome P450 family 3 subfamily A7;cytochrome P450
K17692;C00067;ATSDR;Aliphatic;Formaldehyde;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C00067;PSL;Aliphatic;Formaldehyde;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C00067;IARC1;Aliphatic;Formaldehyde;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C00829;CONAMA;Polyaromatic;Naphthalene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C00829;EPC;Polyaromatic;Naphthalene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C00829;ATSDR;Polyaromatic;Naphthalene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C00829;WFD;Polyaromatic;Naphthalene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C00829;EPA;Polyaromatic;Naphthalene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C00829;IARC2B;Polyaromatic;Naphthalene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C06604;IARC2B;Organophosphorus;Parathion;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C06604;ATSDR;Organophosphorus;Parathion;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C06604;IARC2B;Nitrogen-containing;Parathion;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C06604;ATSDR;Nitrogen-containing;Parathion;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C06604;IARC2B;Aromatic;Parathion;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C06604;ATSDR;Aromatic;Parathion;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C06790;EPC;Chlorinated;Trichloroethene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C06790;ATSDR;Chlorinated;Trichloroethene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C06790;PSL;Chlorinated;Trichloroethene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C06790;CONAMA;Chlorinated;Trichloroethene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C06790;IARC1;Chlorinated;Trichloroethene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C06790;EPA;Chlorinated;Trichloroethene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C06790;EPC;Aliphatic;Trichloroethene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C06790;ATSDR;Aliphatic;Trichloroethene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C06790;PSL;Aliphatic;Trichloroethene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C06790;CONAMA;Aliphatic;Trichloroethene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C06790;IARC1;Aliphatic;Trichloroethene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C06790;EPA;Aliphatic;Trichloroethene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C06800;IARC1;Aromatic;Aflatoxin B1;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C07108;IARC1;Polyaromatic;Tamoxifen;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C07108;IARC1;Nitrogen-containing;Tamoxifen;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C07535;EPC;Polyaromatic;Benzo[a]pyrene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C07535;EPA;Polyaromatic;Benzo[a]pyrene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C07535;CONAMA;Polyaromatic;Benzo[a]pyrene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C07535;ATSDR;Polyaromatic;Benzo[a]pyrene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C07535;IARC1;Polyaromatic;Benzo[a]pyrene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C07535;WFD;Polyaromatic;Benzo[a]pyrene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C07535;PSL;Polyaromatic;Benzo[a]pyrene;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C14866;IARC2A;Chlorinated;Chloral;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C14866;IARC2A;Aliphatic;Chloral;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C16453;IARC1;Nitrogen-containing;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C16453;IARC1;Aliphatic;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C16756;IARC2B;Aromatic;Aflatoxin M1;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C16756;IARC1;Aromatic;Aflatoxin M1;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C19585;IARC1;Aromatic;Aflatoxin Q1;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C19586;IARC1;Aromatic;Aflatoxin B1-exo-8,9-epoxide;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C19594;IARC1;Aromatic;Aflatoxin-M1-8,9-epoxide;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17692;C19595;IARC1;Aromatic;Aflatoxin B1-endo-8,9-epoxide;CYP3A43;cytochrome P450 family 3 subfamily A43;cytochrome P450
K17709;C00829;EPC;Polyaromatic;Naphthalene;CYP2B6;cytochrome P450 family 2 subfamily B6;cytochrome P450
K17709;C00829;WFD;Polyaromatic;Naphthalene;CYP2B6;cytochrome P450 family 2 subfamily B6;cytochrome P450
K17709;C00829;ATSDR;Polyaromatic;Naphthalene;CYP2B6;cytochrome P450 family 2 subfamily B6;cytochrome P450
K17709;C00829;EPA;Polyaromatic;Naphthalene;CYP2B6;cytochrome P450 family 2 subfamily B6;cytochrome P450
K17709;C00829;CONAMA;Polyaromatic;Naphthalene;CYP2B6;cytochrome P450 family 2 subfamily B6;cytochrome P450
K17709;C00829;IARC2B;Polyaromatic;Naphthalene;CYP2B6;cytochrome P450 family 2 subfamily B6;cytochrome P450
K17709;C07888;IARC1;Chlorinated;Cyclophosphamide;CYP2B6;cytochrome P450 family 2 subfamily B6;cytochrome P450
K17709;C07888;IARC1;Nitrogen-containing;Cyclophosphamide;CYP2B6;cytochrome P450 family 2 subfamily B6;cytochrome P450
K17709;C07888;IARC1;Organophosphorus;Cyclophosphamide;CYP2B6;cytochrome P450 family 2 subfamily B6;cytochrome P450
K17712;C00067;ATSDR;Aliphatic;Formaldehyde;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C00067;PSL;Aliphatic;Formaldehyde;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C00067;IARC1;Aliphatic;Formaldehyde;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C00829;WFD;Polyaromatic;Naphthalene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C00829;ATSDR;Polyaromatic;Naphthalene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C00829;EPC;Polyaromatic;Naphthalene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C00829;EPA;Polyaromatic;Naphthalene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C00829;CONAMA;Polyaromatic;Naphthalene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C00829;IARC2B;Polyaromatic;Naphthalene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C06604;IARC2B;Organophosphorus;Parathion;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C06604;ATSDR;Organophosphorus;Parathion;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C06604;IARC2B;Nitrogen-containing;Parathion;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C06604;ATSDR;Nitrogen-containing;Parathion;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C06604;IARC2B;Aromatic;Parathion;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C06604;ATSDR;Aromatic;Parathion;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C06790;EPC;Chlorinated;Trichloroethene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C06790;ATSDR;Chlorinated;Trichloroethene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C06790;PSL;Chlorinated;Trichloroethene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C06790;CONAMA;Chlorinated;Trichloroethene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C06790;IARC1;Chlorinated;Trichloroethene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C06790;EPA;Chlorinated;Trichloroethene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C06790;EPC;Aliphatic;Trichloroethene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C06790;ATSDR;Aliphatic;Trichloroethene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C06790;PSL;Aliphatic;Trichloroethene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C06790;CONAMA;Aliphatic;Trichloroethene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C06790;IARC1;Aliphatic;Trichloroethene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C06790;EPA;Aliphatic;Trichloroethene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C06800;IARC1;Aromatic;Aflatoxin B1;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C07108;IARC1;Polyaromatic;Tamoxifen;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C07108;IARC1;Nitrogen-containing;Tamoxifen;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C07535;EPA;Polyaromatic;Benzo[a]pyrene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C07535;EPC;Polyaromatic;Benzo[a]pyrene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C07535;ATSDR;Polyaromatic;Benzo[a]pyrene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C07535;IARC1;Polyaromatic;Benzo[a]pyrene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C07535;WFD;Polyaromatic;Benzo[a]pyrene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C07535;PSL;Polyaromatic;Benzo[a]pyrene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C07535;CONAMA;Polyaromatic;Benzo[a]pyrene;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C14866;IARC2A;Chlorinated;Chloral;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C14866;IARC2A;Aliphatic;Chloral;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C16453;IARC1;Nitrogen-containing;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C16453;IARC1;Aliphatic;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C16756;IARC1;Aromatic;Aflatoxin M1;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C16756;IARC2B;Aromatic;Aflatoxin M1;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C19585;IARC1;Aromatic;Aflatoxin Q1;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C19586;IARC1;Aromatic;Aflatoxin B1-exo-8,9-epoxide;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C19594;IARC1;Aromatic;Aflatoxin-M1-8,9-epoxide;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17712;C19595;IARC1;Aromatic;Aflatoxin B1-endo-8,9-epoxide;CYP2D6;cytochrome P450 family 2 subfamily D6;cytochrome P450
K17718;C00067;ATSDR;Aliphatic;Formaldehyde;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C00067;PSL;Aliphatic;Formaldehyde;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C00067;IARC1;Aliphatic;Formaldehyde;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C00829;WFD;Polyaromatic;Naphthalene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C00829;ATSDR;Polyaromatic;Naphthalene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C00829;EPC;Polyaromatic;Naphthalene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C00829;EPA;Polyaromatic;Naphthalene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C00829;CONAMA;Polyaromatic;Naphthalene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C00829;IARC2B;Polyaromatic;Naphthalene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C06604;IARC2B;Organophosphorus;Parathion;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C06604;ATSDR;Organophosphorus;Parathion;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C06604;IARC2B;Nitrogen-containing;Parathion;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C06604;ATSDR;Nitrogen-containing;Parathion;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C06604;IARC2B;Aromatic;Parathion;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C06604;ATSDR;Aromatic;Parathion;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C06790;PSL;Chlorinated;Trichloroethene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C06790;EPC;Chlorinated;Trichloroethene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C06790;CONAMA;Chlorinated;Trichloroethene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C06790;IARC1;Chlorinated;Trichloroethene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C06790;ATSDR;Chlorinated;Trichloroethene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C06790;EPA;Chlorinated;Trichloroethene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C06790;PSL;Aliphatic;Trichloroethene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C06790;EPC;Aliphatic;Trichloroethene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C06790;CONAMA;Aliphatic;Trichloroethene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C06790;IARC1;Aliphatic;Trichloroethene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C06790;ATSDR;Aliphatic;Trichloroethene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C06790;EPA;Aliphatic;Trichloroethene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C06800;IARC1;Aromatic;Aflatoxin B1;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C07108;IARC1;Polyaromatic;Tamoxifen;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C07108;IARC1;Nitrogen-containing;Tamoxifen;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C07535;EPA;Polyaromatic;Benzo[a]pyrene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C07535;EPC;Polyaromatic;Benzo[a]pyrene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C07535;IARC1;Polyaromatic;Benzo[a]pyrene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C07535;ATSDR;Polyaromatic;Benzo[a]pyrene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C07535;WFD;Polyaromatic;Benzo[a]pyrene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C07535;PSL;Polyaromatic;Benzo[a]pyrene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C07535;CONAMA;Polyaromatic;Benzo[a]pyrene;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C14866;IARC2A;Chlorinated;Chloral;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C14866;IARC2A;Aliphatic;Chloral;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C16453;IARC1;Nitrogen-containing;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C16453;IARC1;Aliphatic;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C16756;IARC2B;Aromatic;Aflatoxin M1;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C16756;IARC1;Aromatic;Aflatoxin M1;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C19585;IARC1;Aromatic;Aflatoxin Q1;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C19586;IARC1;Aromatic;Aflatoxin B1-exo-8,9-epoxide;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C19594;IARC1;Aromatic;Aflatoxin-M1-8,9-epoxide;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17718;C19595;IARC1;Aromatic;Aflatoxin B1-endo-8,9-epoxide;CYP2C8;cytochrome P450 family 2 subfamily C8;cytochrome P450
K17719;C07108;IARC1;Polyaromatic;Tamoxifen;CYP2C9;cytochrome P450 family 2 subfamily C9;cytochrome P450
K17719;C07108;IARC1;Nitrogen-containing;Tamoxifen;CYP2C9;cytochrome P450 family 2 subfamily C9;cytochrome P450
K17719;C07535;EPC;Polyaromatic;Benzo[a]pyrene;CYP2C9;cytochrome P450 family 2 subfamily C9;cytochrome P450
K17719;C07535;EPA;Polyaromatic;Benzo[a]pyrene;CYP2C9;cytochrome P450 family 2 subfamily C9;cytochrome P450
K17719;C07535;IARC1;Polyaromatic;Benzo[a]pyrene;CYP2C9;cytochrome P450 family 2 subfamily C9;cytochrome P450
K17719;C07535;ATSDR;Polyaromatic;Benzo[a]pyrene;CYP2C9;cytochrome P450 family 2 subfamily C9;cytochrome P450
K17719;C07535;PSL;Polyaromatic;Benzo[a]pyrene;CYP2C9;cytochrome P450 family 2 subfamily C9;cytochrome P450
K17719;C07535;CONAMA;Polyaromatic;Benzo[a]pyrene;CYP2C9;cytochrome P450 family 2 subfamily C9;cytochrome P450
K17719;C07535;WFD;Polyaromatic;Benzo[a]pyrene;CYP2C9;cytochrome P450 family 2 subfamily C9;cytochrome P450
K17719;C07888;IARC1;Chlorinated;Cyclophosphamide;CYP2C9;cytochrome P450 family 2 subfamily C9;cytochrome P450
K17719;C07888;IARC1;Nitrogen-containing;Cyclophosphamide;CYP2C9;cytochrome P450 family 2 subfamily C9;cytochrome P450
K17719;C07888;IARC1;Organophosphorus;Cyclophosphamide;CYP2C9;cytochrome P450 family 2 subfamily C9;cytochrome P450
K17720;C00067;ATSDR;Aliphatic;Formaldehyde;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C00067;PSL;Aliphatic;Formaldehyde;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C00067;IARC1;Aliphatic;Formaldehyde;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C00829;EPC;Polyaromatic;Naphthalene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C00829;WFD;Polyaromatic;Naphthalene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C00829;ATSDR;Polyaromatic;Naphthalene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C00829;CONAMA;Polyaromatic;Naphthalene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C00829;EPA;Polyaromatic;Naphthalene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C00829;IARC2B;Polyaromatic;Naphthalene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C06604;IARC2B;Organophosphorus;Parathion;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C06604;ATSDR;Organophosphorus;Parathion;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C06604;IARC2B;Nitrogen-containing;Parathion;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C06604;ATSDR;Nitrogen-containing;Parathion;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C06604;IARC2B;Aromatic;Parathion;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C06604;ATSDR;Aromatic;Parathion;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C06790;PSL;Chlorinated;Trichloroethene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C06790;EPC;Chlorinated;Trichloroethene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C06790;ATSDR;Chlorinated;Trichloroethene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C06790;IARC1;Chlorinated;Trichloroethene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C06790;EPA;Chlorinated;Trichloroethene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C06790;CONAMA;Chlorinated;Trichloroethene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C06790;PSL;Aliphatic;Trichloroethene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C06790;EPC;Aliphatic;Trichloroethene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C06790;ATSDR;Aliphatic;Trichloroethene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
